연번,역번호,호선,역명,역전화번호,도로명주소,지번주소,gu,law_code,name_std,lat,lon,geo_status
92,340,3,가락시장,02-6110-3501,서울특별시 송파구 송파대로 지하257(가락동),서울특별시 송파구 가락동 184-23 가락시장역(3호선),송파구,11240,가락시장역,37.4956865,127.1184047,OK
266,2818,8,가락시장,02-6311-8171,서울특별시 송파구 송파대로 지하257(가락동),서울특별시 송파구 가락동 184-23 가락시장역(8호선),송파구,11240,가락시장역,37.4956865,127.1184047,OK
253,2748,7,가산디지털단지,02-6311-7461,서울특별시 금천구 벚꽃로 309(가산동),서울특별시 금천구 가산동 468-4 가산디지털단지역(7호선),금천구,11180,가산디지털단지역,37.4824123,126.8822401,OK
,,,,,,,,,가산디지털단지역9번출구,37.48058596,126.88164,
,,9,,,,,,,가양역,37.561391,126.854456,
237,2732,7,강남구청,02-6311-7301,서울특별시 강남구 학동로 지하346(삼성동),서울특별시 강남구 삼성동 111-44 강남구청역(7호선),강남구,11230,강남구청역,37.51673170000001,127.042221,OK
32,222,2,강남,02-6110-2221,서울특별시 강남구 강남대로 지하396(역삼동),서울특별시 강남구 역삼동 858 강남역(2호선),강남구,11230,강남역,37.5000776,127.0385419,OK
,,,,,,,,,강남역,37.496068,127.028506,
,,,,,,,,,강남역11번출구,37.49887168,127.0275256,
,,,,,,,,,강남역10번출구,37.4986655,127.027028,
,,,,,,,,,강남역3번출구,37.49674957,127.0285002,
,,,,,,,,,강남역5번출구,37.4953331,127.0286295,
,,,,,,,,,강남역6번출구,37.4965226,127.0280671,
,,,,,,,,,강남역7번출구,37.4971847,127.0277566,
,,,,,,,,,강남역8번출구,37.497534,127.0271862,
,,,,,,,,,강남역9번출구,37.4979524,127.0268637,
261,2813,8,강동구청,02-6311-8121,서울특별시 강동구 올림픽로 지하550(성내동),서울특별시 강동구 성내동 319 강동구청역(8호선),강동구,11250,강동구청역,37.5291562,127.1237948,OK
159,2549,5,강동,02-6311-5481,서울특별시 강동구 천호대로 지하1097(천호동),서울특별시 강동구 천호동 447 강동역(5호선),강동구,11250,강동역,37.5443765,127.1276202,OK
24,214,2,강변(동서울터미널),02-6110-2141,서울특별시 광진구 강변역로 53(구의동),서울특별시 광진구 구의동 546-6 강변역(2호선),광진구,11050,강변역,37.5353816,127.0945451,OK
172,2562,5,강일,02-6311-5611,서울특별시 강동구 고덕로 지하456(강일동),서울특별시 강동구 상일동 산73 강일역(5호선),강동구,11250,강일역,37.5570545,127.169184,OK
169,2559,5,개롱,02-6311-5581,서울특별시 송파구 오금로 지하402(가락동),서울특별시 송파구 가락동 165-2 개롱역(5호선),송파구,11240,개롱역,37.4956865,127.1184047,OK
122,2512,5,개화산,02-6311-5111,서울특별시 강서구 양천로 22(방화동),서울특별시 강서구 방화동 846 개화산역(5호선),강서구,11160,개화산역,37.564519,126.8110207,OK
,,9,,,,,,,개화역,37.578608,126.798153,
170,2560,5,거여,02-6311-5591,서울특별시 송파구 오금로 지하499(거여동),서울특별시 송파구 거여동 20-14 거여역(5호선),송파구,11240,거여역,37.4897279,127.1449912,OK
22,212,2,건대입구,02-6110-2121,서울특별시 광진구 아차산로 243(화양동),서울특별시 광진구 화양동 7-3 2호선 건대입구역(2호선),광진구,11050,건대입구역,37.5432534,127.07341,OK
234,2729,7,건대입구,02-6311-7271,서울특별시 광진구 능동로 지하110(화양동),서울특별시 광진구 화양동 6-3 건대입구역(7호선),광진구,11050,건대입구역,37.5463089,127.0729231,OK
,,,,,,,,,건대입구역1번출구,37.54074702,127.0687223,
69,317,3,경복궁(정부서울청사),02-6110-3271,서울특별시 종로구 사직로 지하130(적선동),서울특별시 종로구 적선동 81-1 경복궁역(3호선),종로구,11010,경복궁역,37.574115,126.9743671,OK
93,341,3,경찰병원,02-6110-3511,서울특별시 송파구 중대로 지하149(가락동),서울특별시 송파구 가락동 10-15 경찰병원역(3호선),송파구,11240,경찰병원역,37.491717,127.115294,OK
163,2553,5,고덕,02-6311-5521,서울특별시 강동구 고덕로 지하253(고덕동),서울특별시 강동구 고덕동 310 고덕역(5호선),강동구,11250,고덕역,37.5560941,127.1544506,OK
207,2641,6,고려대(종암),02-6311-6401,서울특별시 성북구 종암로 지하1(종암동),서울특별시 성북구 종암동 29-18 고려대역(6호선),성북구,11080,고려대역,37.5981288,127.0404024,OK
81,329,3,고속터미널,02-6110-3391,서울특별시 서초구 신반포로 지하188(반포동),서울특별시 서초구 반포동 19-11 고속터미널역(3호선),서초구,11220,고속터미널역,37.5054982,127.0011512,OK
241,2736,7,고속터미널,02-6311-7341,서울특별시 서초구 신반포로 지하188(반포동),서울특별시 서초구 반포동 19-11 고속터미널역(7호선),서초구,11220,고속터미널역,37.5054982,127.0011512,OK
,,9,,,,,,,고속터미널역,37.50481,127.004943,
,,,,,,,,,고속터미널역1번출구,37.5060414,127.00554,
,,,,,,,,,고속터미널역2번출구,37.5041909,127.0054608,
,,,,,,,,,고속터미널역3번출구,37.5034384,127.0055165,
,,,,,,,,,고속터미널역4번출구,37.5028987,127.0037223,
,,,,,,,,,고속터미널역5번출구,37.5025108,127.0027169,
,,,,,,,,,고속터미널역6번출구,37.5026901,127.0026847,
,,,,,,,,,고속터미널역7번출구,37.5040919,127.0052559,
,,,,,,,,,고속터미널역8-1번출구,37.5059963,127.0036894,
,,,,,,,,,고속터미널역8번출구,37.5057852,127.0043053,
140,2530,5,공덕,02-6311-5291,서울특별시 마포구 마포대로 지하100(공덕동),서울특별시 마포구 공덕동 423-29 공덕역(5호선),마포구,11140,공덕역,37.5511348,126.9583888,OK
193,2627,6,공덕,02-6311-5291,서울특별시 마포구 백범로 지하200(공덕동),서울특별시 마포구 공덕동 439 공덕역(6호선),마포구,11140,공덕역,37.5491304,126.9516779,OK
,,,,,,,,,공덕역1번출구,37.54396421,126.9505112,
,,,,,,,,,공덕역6번출구,37.54364744,126.9525454,
223,2718,7,공릉(서울과학기술대),02-6311-7161,서울특별시 노원구 동일로 지하1074(공릉동),서울특별시 노원구 공릉동 385-4 공릉역(7호선),노원구,11110,공릉역,37.6304722,127.0909904,OK
,,9,,,,,,,공항시장역,37.563726,126.810678,
,,,,,,,,,광교역,37.30141,127.044731,
,,,,,,,,,광교중앙역,37.288,127.051,
157,2547,5,광나루(장신대),02-6311-5461,서울특별시 광진구 아차산로 지하571(광장동),서울특별시 광진구 광장동 237 광나루역(5호선),광진구,11050,광나루역,37.5408623,127.09657,OK
255,2750,7,광명사거리,02-6311-7481,경기도 광명시 오리로 지하980(광명동),경기도 광명시 광명동 158-211 광명사거리역(7호선),,,광명사거리역,37.4717061,126.8526377,OK
144,2534,5,광화문(세종문화회관),02-6311-5331,서울특별시 종로구 세종대로 지하172(세종로),서울특별시 종로구 세종로 1-68 5호선 광화문역(5호선),종로구,11010,광화문역,37.5722099,126.9768146,OK
191,2625,6,광흥창(서강),02-6311-6241,서울특별시 마포구 독막로 지하165(창전동),서울특별시 마포구 창전동 145-17 광흥창역(6호선),마포구,11140,광흥창역,37.5452972,126.9310644,OK
33,223,2,"교대(법원, 검찰청)",02-6110-2231,서울특별시 서초구 서초대로 지하294(서초동),서울특별시 서초구 서초동 1748-4 교대역(2호선),서초구,11220,교대역,37.4910405,127.004581,OK
82,330,3,"교대(법원, 검찰청)",02-6110-3401,서울특별시 서초구 서초대로 지하294(서초동),서울특별시 서초구 서초동 1748-4 교대역(3호선),서초구,11220,교대역,37.4910405,127.004581,OK
,,,,,,,,,교대역10번출구,37.4936332,127.0130125,
,,,,,,,,,교대역11번출구,37.4938282,127.0133543,
,,,,,,,,,교대역12번출구,37.4933683,127.0139389,
,,,,,,,,,교대역13번출구,37.4920221,127.0141389,
,,,,,,,,,교대역14번출구,37.4919815,127.0138615,
,,,,,,,,,교대역1번출구,37.494134,127.0155944,
,,,,,,,,,교대역2번출구,37.4939798,127.015137,
,,,,,,,,,교대역3번출구,37.494244,127.015011,
,,,,,,,,,교대역4번출구,37.4943924,127.0154793,
,,,,,,,,,교대역5번출구,37.493758,127.014404,
,,,,,,,,,교대역6번출구,37.494181,127.0137692,
,,,,,,,,,교대역7번출구,37.4940674,127.0144096,
,,,,,,,,,교대역8번출구,37.4933293,127.0134841,
,,,,,,,,,교대역9번출구,37.4933628,127.0131266,
42,232,2,구로디지털단지,02-6110-2321,서울특별시 구로구 도림천로 477(구로동),서울특별시 구로구 구로동 810-3 구로디지털단지역(2호선),구로구,11170,구로디지털단지역,37.485363,126.9010775,OK
,,,,,,,,,구로디지털단지역1번출구,37.48489108,126.9019145,
,,,,,,,,,구로디지털단지역2번출구,37.48510649,126.9009136,
,,,,,,,,,구로디지털단지역4번출구,37.48588145,126.9010256,
,,,,,,,,,구로디지털단지역6번출구,37.48500665,126.9027511,
,,,,,,,,,구로역1번출구,37.50215416,126.881982,
,,9,,,,,,,구반포역,37.501364,126.987332,
,,,,,,,,,구반포역1번출구,37.5015852,126.9865452,
,,,,,,,,,구반포역2번출구,37.5016954,126.9867344,
,,,,,,,,,구반포역3번출구,37.5015342,126.9870954,
182,2616,6,구산,02-6311-6151,서울특별시 은평구 연서로 지하137-1(구산동),서울특별시 은평구 구산동 1 구산역(6호선),은평구,11120,구산역,37.6134018,126.9050205,OK
23,213,2,구의(광진구청),02-6110-2131,서울특별시 광진구 아차산로 384-1(구의동),서울특별시 광진구 구의동 245-24 구의역(2호선),광진구,11050,구의역,37.5444007,127.092844,OK
,,,,,,,,,구의역1번출구,37.536995,127.0850345,
,,,,,,,,,구의역4번출구,37.53679672,127.0851163,
62,310,3,구파발,02-6110-3201,서울특별시 은평구 진관2로 지하15-25 (진관동),서울특별시 은평구 진관동 67-26 구파발역(3호선),은평구,11120,구파발역,37.6358242,126.9241625,OK
,,,,,,,,,구파발역1번출구,37.63727375,126.9189244,
,,9,,,,,,,국회의사당역,37.528105,126.917874,
,,,,,,,,,국회의사당역4번출구,37.52746911,126.9180677,
155,2545,5,군자(능동),02-6311-5441,서울특별시 광진구 천호대로 지하550(능동),서울특별시 광진구 능동 275-5 군자(능동)역(5호선),광진구,11050,군자역,37.5505785,127.0817378,OK
232,2727,7,군자(능동),02-6311-5441,서울특별시 광진구 천호대로 지하550(능동),서울특별시 광진구 능동 275-5 군자(능동)역(7호선),광진구,11050,군자역,37.5505785,127.0817378,OK
,,,,,,,,,군자역1번출구,37.55751934,127.0791443,
,,,,,,,,,군자역4번출구,37.55715154,127.0800946,
161,2551,5,굽은다리(강동구민회관앞),02-6311-5501,서울특별시 강동구 양재대로 지하1572(명일동),서울특별시 강동구 명일동 345-12 굽은다리역(5호선),강동구,11250,굽은다리역,37.5490445,127.1508229,OK
76,324,3,금호,02-6110-3341,서울특별시 성동구 동호로 지하104(금호동4가),서울특별시 성동구 금호동4가 1470 금호역(3호선),성동구,11040,금호역,37.5474644,127.0256553,OK
160,2550,5,길동,02-6311-5491,서울특별시 강동구 양재대로 지하1480(길동),서울특별시 강동구 길동 378 길동역(5호선),강동구,11250,길동역,37.5396157,127.1459293,OK
103,417,4,길음,02-6110-4171,서울특별시 성북구 동소문로 지하248(길음동),서울특별시 성북구 길음동 877-66 길음역(4호선),성북구,11080,길음역,37.6085948,127.0220461,OK
123,2513,5,김포공항,02-6311-5121,서울특별시 강서구 하늘길 지하77(방화동),서울특별시 강서구 방화동 886 김포공항역(5호선),강서구,11160,김포공항역,37.5557019,126.8045874,OK
,,9,,,,,,,김포공항역,37.562434,126.801058,
129,2519,5,까치산,02-6311-5181,서울특별시 강서구 강서로 지하54(화곡동),서울특별시 강서구 화곡동 662-5 까치산역(5호선),강서구,11160,까치산역,37.5512896,126.8417531,OK
37,227,2,낙성대(강감찬),02-6110-2271,서울특별시 관악구 남부순환로 지하1928(봉천동),서울특별시 관악구 봉천동 1693-39 낙성대역(2호선),관악구,11210,낙성대역,37.4799015,126.9404631,OK
252,2747,7,남구로,02-6311-7451,서울특별시 구로구 도림로 지하7(구로동) ,서울특별시 구로구 구로동 801-95 남구로역(7호선),구로구,11170,남구로역,37.5050823,126.8887869,OK
83,331,3,남부터미널(예술의전당),02-6110-3411,서울특별시 서초구 서초중앙로 지하31(서초동),서울특별시 서초구 서초동 1748-30 남부터미널역(3호선),서초구,11220,남부터미널역,37.4935639,127.0143391,OK
,,,,,,,,,남부터미널역1번출구,37.4853489,127.016253,
,,,,,,,,,남부터미널역2번출구,37.485206,127.0166573,
,,,,,,,,,남부터미널역4번출구,37.4847686,127.0166126,
,,,,,,,,,남부터미널역5번출구,37.4848228,127.0158786,
,,,,,,,,,남부터미널역6번출구,37.4850157,127.015788,
244,2739,7,남성,02-6311-7371,서울특별시 동작구 사당로 지하218(사당동),서울특별시 동작구 사당동 산25-33 남성역(7호선),동작구,11200,남성역,37.4889312,126.9691198,OK
270,2828,8,남위례,02-6311-8211,경기도 성남시 수정구 공원로 601(복정동),경기도 성남시 수정구 복정동 57 남위례역(8호선),,,남위례역,37.46306999999999,127.1391515,OK
120,434,4,남태령,02-6110-4341,서울특별시 서초구 과천대로 지하816(방배동),서울특별시 서초구 방배동 2909 남태령역(4호선),서초구,11220,남태령역,37.490797,126.9897777,OK
,,,,,,,,,남태령역1번출구,37.4649366,126.9892065,
,,,,,,,,,남태령역2번출구,37.464398,126.988509,
272,2823,8,남한산성입구(성남법원.검찰청),02-6311-8231,경기도 성남시 수정구 산성대로 지하445(단대동),경기도 성남시 수정구 단대동 96 남한산성입구역(8호선),,,남한산성입구역,37.4549348,127.1572993,OK
242,2737,7,내방,02-6311-7351,서울특별시 서초구 서초대로 지하103(방배동),서울특별시 서초구 방배동 874-16 내방역(7호선),서초구,11220,내방역,37.4910405,127.004581,OK
,,,,,,,,,내방역1번출구,37.4877083,126.9942838,
,,,,,,,,,내방역2번출구,37.4872816,126.9940539,
,,,,,,,,,내방역3번출구,37.487207,126.9938286,
,,,,,,,,,내방역4번출구,37.4873944,126.9932824,
,,,,,,,,,내방역5번출구,37.4876677,126.9930763,
,,,,,,,,,내방역6번출구,37.4880687,126.9932916,
,,,,,,,,,내방역7번출구,37.4881097,126.9935308,
,,,,,,,,,내방역8번출구,37.4879362,126.9939885,
,,9,,,,,,,노들역,37.512887,126.953222,
,,9,,,,,,,노량진역,37.514219,126.942454,
97,411,4,노원,02-6110-4111,서울특별시 노원구 상계로 69-1(상계동),서울특별시 노원구 상계동 602-5 노원역(4호선),노원구,11110,노원역,37.6561147,127.0623967,OK
,,,,,,,,,노원역6번출구,37.65380336,127.0605539,
,,,,,,,,,노원역7번출구,37.65440269,127.060203,
,,,,,,,,,노원역8번출구,37.65515501,127.0602065,
220,2715,7,노원,02-6311-7131,서울특별시 노원구 동일로 지하1409(상계동),서울특별시 노원구 상계동 729 노원역(7호선),노원구,11110,노원역,37.6543386,127.0626961,OK
65,313,3,녹번,02-6110-3231,서울특별시 은평구 통일로 지하602-1(녹번동),서울특별시 은평구 녹번동 55 녹번역(3호선),은평구,11120,녹번역,37.6046138,126.9323836,OK
196,2630,6,녹사평(용산구청),02-6311-6291,서울특별시 용산구 녹사평대로 지하195(용산동4가),서울특별시 용산구 용산동4가 4 녹사평역(6호선),용산구,11030,녹사평역,37.5305359,126.9851825,OK
239,2734,7,논현,02-6311-7321,서울특별시 강남구 학동로 지하102(논현동),서울특별시 강남구 논현동 279-67 논현역(7호선),강남구,11230,논현역,37.51673170000001,127.042221,OK
,,신분당선,,,,,,,논현역,37.5096469,127.0220546,
,,,,,,,,,논현역1번출구,37.51107925,127.0217419,
,,,,,,,,,논현역3번출구,37.50987181,127.0222392,
,,,,,,,,,논현역4번출구,37.5096429,127.0218099,
,,,,,,,,,논현역5번출구,37.5106202,127.0213311,
,,,,,,,,,논현역6번출구,37.5109065,127.0211102,
,,,,,,,,,논현역7번출구,37.5111568,127.0210081,
,,,,,,,,,논현역8번출구,37.5116253,127.0208618,
273,2824,8,단대오거리,02-6311-8241,경기도 성남시 수정구 산성대로 지하365(신흥동),경기도 성남시 수정구 신흥동 2467 단대오거리역(8호선),,,단대오거리역,37.4494334,127.1515801,OK
153,2543,5,답십리,02-6311-5421,서울특별시 성동구 천호대로 지하300(용답동),서울특별시 성동구 용답동 99 답십리역(5호선),성동구,11040,답십리역,37.5645064,127.0575456,OK
47,237,2,당산,02-6110-2371,서울특별시 영등포구 당산로 229(당산동6가),서울특별시 영등포구 당산동 6가 323-1 당산역(2호선),영등포구,11190,당산역,37.5346602,126.9028802,OK
,,9,,,,,,,당산역,37.53438,126.902281,
,,,,,,,,,당산역11번출구,37.5336035,126.9014604,
,,,,,,,,,당산역12번출구,37.53405837,126.9012929,
43,233,2,대림(구로구청),02-6110-2331,서울특별시 구로구 도림천로 351(구로동),서울특별시 구로구 구로동 1204 대림역(2호선),구로구,11170,대림역,37.4934315,126.8947998,OK
251,2746,7,대림(구로구청),02-6311-7441,서울특별시 영등포구 도림로 지하137(대림동),서울특별시 영등포구 대림동 1050-17 대림역(7호선),영등포구,11190,대림역,37.4954266,126.9001326,OK
89,337,3,대청,02-6110-3471,서울특별시 강남구 일원로 지하2(일원동),서울특별시 강남구 일원동 700-9 대청역(3호선),강남구,11230,대청역,37.4881652,127.0828815,OK
,,,,,,,,,대청역4번출구,37.49339458,127.0798116,
87,335,3,대치,02-6110-3451,서울특별시 강남구 남부순환로 지하2952(대치동),서울특별시 강남구 대치동 317-3 대치역(3호선),강남구,11230,대치역,37.49387,127.061371,OK
192,2626,6,대흥(서강대앞),02-6311-6251,서울특별시 마포구 대흥로 지하85(대흥동),서울특별시 마포구 대흥동 128-1 대흥역(6호선),마포구,11140,대흥역,37.5497599,126.9431416,OK
86,334,3,도곡,02-6110-3441,서울특별시 강남구 남부순환로 지하2814(도곡동),서울특별시 강남구 도곡동 339-2 도곡역(3호선),강남구,11230,도곡역,37.48859059999999,127.0452757,OK
57,247,2,도림천,02-6110-2441,서울특별시 구로구 경인로67길 160(신도림동),서울특별시 구로구 신도림동 323-16 도림천역(2호선),구로구,11170,도림천역,37.5142835,126.8829718,OK
217,2712,7,도봉산,02-6311-7101,서울특별시 도봉구 도봉로 964-40(도봉동),서울특별시 도봉구 도봉동 38-3 도봉산역(7호선),도봉구,11100,도봉산역,37.6890338,127.0466673,OK
68,316,3,독립문,02-6110-3261,서울특별시 서대문구 통일로 지하247(현저동),서울특별시 서대문구 현저동 101 독립문역(3호선),서대문구,11130,독립문역,37.57142109999999,126.9560102,OK
180,2614,6,독바위,02-6311-6131,서울특별시 은평구 불광로 지하129-1(불광동),서울특별시 은평구 불광동 13-33 독바위역(6호선),은평구,11120,독바위역,37.6217371,126.9272708,OK
210,2644,6,돌곶이,02-6311-6431,서울특별시 성북구 화랑로 지하243(석관동),서울특별시 성북구 석관동 349-8 돌곶이역(6호선),성북구,11080,돌곶이역,37.611277,127.0580352,OK
6,155,1,동대문,02-6110-1281,서울특별시 종로구 종로 지하302(창신동),서울특별시 종로구 창신동 492-1 동대문역(1호선),종로구,11010,동대문역,37.5728396,127.0144679,OK
107,421,4,동대문,02-6110-4211,서울특별시 종로구 율곡로 지하308(종로6가),서울특별시 종로구 종로6가 287-1 동대문역(4호선),종로구,11010,동대문역,37.5719508,127.0076798,OK
15,205,2,동대문역사문화공원(DDP),02-6110-2051,서울특별시 중구 을지로 지하279(을지로7가),서울특별시 중구 을지로 7가 112-3 동대문역사문화공원역(2호선),중구,11020,동대문역사문화공원역,37.5662916,127.0096225,OK
108,422,4,동대문역사문화공원(DDP),02-6110-4221,서울특별시 중구 장충단로 지하230(광희동2가),서울특별시 중구 광희동2가 9 동대문역사문화공원역(4호선),중구,11020,동대문역사문화공원역,37.5637333,127.0085617,OK
147,2537,5,동대문역사문화공원(DDP),02-6311-5361,서울특별시 중구 마른내로 지하162(광희동1가),서울특별시 중구 광희동1가 235-6 동대문역사문화공원역(5호선),중구,11020,동대문역사문화공원역,37.5650361,127.0059266,OK
74,322,3,동대입구,02-6110-3321,서울특별시 중구 동호로 지하256(장충동2가),서울특별시 중구 장충동2가 199-3 동대입구역(3호선),중구,11020,동대입구역,37.5605514,127.0057072,OK
10,159,1,동묘앞,02-6110-1271,서울특별시 종로구 종로 359(숭인동),서울특별시 종로구 숭인동 117 동묘앞역(1호선),종로구,11010,동묘앞역,37.5775993,127.0223262,OK
203,2637,6,동묘앞,02-6311-6361,서울특별시 종로구 지봉로 지하24(숭인동),서울특별시 종로구 숭인동 316-3 동묘앞역(6호선),종로구,11010,동묘앞역,37.5753626,127.0154315,OK
117,431,4,동작(현충원),02-6110-4311,서울특별시 동작구 현충로 257(동작동),서울특별시 동작구 동작동 327-1 동작역(4호선),동작구,11200,동작역,37.5028599,126.9799855,OK
,,9,,,,,,,동작역,37.502971,126.979306,
,,,,,,,,,동작역1번출구,37.5030069,126.980634,
,,,,,,,,,동천역,37.2016,127.0609,
165,2555,5,둔촌동,02-6311-5541,서울특별시 강동구 양재대로 지하1369(둔촌동),서울특별시 강동구 둔촌동 416 둔촌동역(5호선),강동구,11250,둔촌동역,37.527657,127.136231,OK
288,4137,9,둔촌오륜,02-2656-0937,서울특별시 강동구 강동대로 지하303(둔촌동),서울특별시 강동구 둔촌동 227-7 둔촌오륜역(9호선),강동구,11250,둔촌오륜역,37.5221461,127.1337753,OK
,,9,,,,,,,등촌역,37.550632,126.865689,
185,2619,6,디지털미디어시티,02-6311-6181,서울특별시 은평구 수색로 지하175(증산동),서울특별시 은평구 증산동 223-25 디지털미디어시티역(6호선),은평구,11120,디지털미디어시티역,37.58214359999999,126.9062444,OK
20,210,2,뚝섬,02-6110-2101,서울특별시 성동구 아차산로 18(성수동1가),서울특별시 성동구 성수동1가 656-745 뚝섬역(2호선),성동구,11040,뚝섬역,37.5463387,127.0535209,OK
,,9,,,,,,,마곡나루역,37.567336,126.829497,
,,,,,,,,,마곡나루역2번출구,37.56689832,126.8274918,
125,2515,5,마곡,02-6311-5141,서울특별시 강서구 공항대로 지하163(마곡동),서울특별시 강서구 마곡동 769-3 마곡역(5호선),강서구,11160,마곡역,37.5745847,126.8278331,OK
,,,,,,,,,마곡나루역1번출구,37.56699385,126.8265889,
,,,,,,,,,마곡역3번출구,37.55983246,126.8276241,
,,,,,,,,,마곡역4번출구,37.55942019,126.8275854,
219,2714,7,마들,02-6311-7121,서울특별시 노원구 동일로 지하1530-1(상계동),서울특별시 노원구 상계동 650 마들역(7호선),노원구,11110,마들역,37.6543386,127.0626961,OK
152,2542,5,마장,02-6311-5411,서울특별시 성동구 마장로 지하296(마장동),서울특별시 성동구 마장동 804 마장역(5호선),성동구,11040,마장역,37.567372,127.0349439,OK
171,2561,5,마천,02-6311-5601,서울특별시 송파구 마천로57길 지하7(마천동),서울특별시 송파구 마천동 307-4 마천역(5호선),송파구,11240,마천역,37.4952383,127.1532327,OK
187,2621,6,마포구청,02-6311-6201,서울특별시 마포구 월드컵로 지하190(성산동),서울특별시 마포구 성산동 592 마포구청역(6호선),마포구,11140,마포구청역,37.5656178,126.9046897,OK
,,,,,,,,,마포구청역1번출구,37.56474965,126.9025315,
139,2529,5,마포,02-6311-5281,서울특별시 마포구 마포대로 지하33(도화동),서울특별시 마포구 도화동 160 마포역(5호선),마포구,11140,마포역,37.5389594,126.9491776,OK
,,,,,,,,,망우역1번출구,37.59920966,127.0927772,
188,2622,6,망원,02-6311-6211,서울특별시 마포구 월드컵로 지하77(망원동),서울특별시 마포구 망원동 378 망원역(6호선),마포구,11140,망원역,37.5554884,126.8998606,OK
